Mateusz,Łatwy,5,80
Eunika,Średni,6,70
Wojciech,Trudny,6,70
Jakub,Łatwy,8,50
Dominik,Łatwy,5,80
Mariusz,Łatwy,5,80
Marek,Łatwy,5,80
Bonifacy,Łatwy,5,80
Teofil,Łatwy,5,80
Jan,Łatwy,5,80
Łukasz,Łatwy,5,80
Barbara,Łatwy,5,80
